ᐃᒡᓗᖁᑎᒋᔭᐅᖕᒪᖔᑕ	ᐃᒡᓗ@ᖁᑎ@ᒋ@ᔭ@ᐅ@ᖕᒪᖔᑕ
ᒪᓕᒍᑎ	ᒪᓕ@ᒍᑎ
ᑎᑭᑦᑎᒍᒪ	ᑎᑭᑦ@ᑎ@ᒍᒪ
ᑖᒃᓯᔭᕐᓂᖅ	ᑖᒃ@ᓯ@ᔭᕐ@ᓂᖅ
ᐱᓕᕆᖃᑎᖃᙳᓱᑉᐳᒍᑦ	ᐱ@ᓕᕆ@ᖃᑎ@ᖃ@ᙳᓱᑉ@ᐳᒍᑦ
ᐃᓚᖃᓚᐅᖅᑐᒍᑦ	ᐃᓚ@ᖃ@ᓚᐅᖅ@ᑐᒍᑦ
ᖃᔅᓯᐅᖕᒪᑕᑭᐊᖅ	ᖃᔅᓯ@ᐅ@ᖕᒪᑕ@ᑭᐊᖅ
ᑲᔪᓯᔪᓐᓇᕋᑕᓗ	ᑲᔪᓯ@ᔪᓐᓇ@ᕋᑕ@ᓗ
ᕿᒧᒃᓯᖃᑦᑕᐅᑦᑐᑦ	ᕿᒧᒃ@ᓯ@ᖃᑦᑕ@ᐅᑦ@ᑐᑦ
ᐃᖅᑲᖅᑐᐃᔪᓕᕆᔨᐅᔪᓄᑦ	ᐃᖅᑲᖅ@ᑐ@ᐃ@ᔪ@ᓕᕆ@ᔨ@ᐅ@ᔪ@ᓄᑦ
ᑐᕌᒐᕆᔭᐅᖕᒪᑦ	ᑐᕌ@ᒐ@ᕆ@ᔭ@ᐅ@ᖕᒪᑦ
ᐱᓕᕆᔨᖓᓂᑦ	ᐱ@ᓕᕆ@ᔨ@ᖓᓂᑦ
ᑲᑕᓯᒪᓚᐅᕐᒪᑕ	ᑲᑕ@ᓯ@ᒪ@ᓚᐅᕐ@ᒪᑕ
ᓴᓇᕕᒋᔭᖓᓄᑦ	ᓴᓇ@ᕕ@ᒋ@ᔭ@ᖓᓄᑦ
ᐅᕙᓐᓄᑐᐊ	ᐅᕙ@ᓐᓄ@ᑐᐊ
ᓈᓚᖕᓂᖃᓚᐅᖅᑎᓪᓗᒋᑦ	ᓈᓚᖕ@ᓂ@ᖃ@ᓚᐅᖅ@ᑎᓪᓗᒋᑦ
ᒪᓕᓐᓂᖃᙳᓱᒻᒪᑦ	ᒪᓕᓐ@ᓂ@ᖃ@ᙳᓱᒻ@ᒪᑦ
ᖃᑦᑎᕆᓲᓂᒃ	ᖃᑦᑎ@ᕆ@ᓲ@ᓂᒃ
ᑕᑯᔪᒪᕗᒍᓐ	ᑕᑯ@ᔪᒪ@ᕗᒍᓐ
ᑭᐅᔭᖓᓄᑦ	ᑭᐅ@ᔭ@ᖓᓄᑦ
ᑕᐅᑐᒃᑯᑦᓯᐅᒃ	ᑕᐅᑐᒃ@ᑯᑦᓯᐅᒃ
ᐊᑯᓂᓂᑦ	ᐊᑯᓂ@ᓂᑦ
ᑕᑯᖃᑦᑕᕈᒪᔪᒍᑦ	ᑕᑯ@ᖃᑦᑕ@ᕈᒪ@ᔪᒍᑦ
ᐃᓚᔭᐅᕗᑦ	ᐃᓚ@ᔭ@ᐅ@ᕗᑦ
ᓯᕐᓗᐊᖅᑖᕐᓂᕐᒧᑦ	ᓯᕐᓗᐊᖅ@ᑖᕐ@ᓂᕐ@ᒧᑦ
ᐅᖃᓕᒫᕈᓐᓇᖅᐸᑎᑦ	ᐅᖃ@ᓕᒫ@ᕈᓐᓇᖅ@ᐸᑎᑦ
ᓇᖏᖁᒍᑦ	ᓇᖏ@ᖁ@ᒍᑦ
ᓴᖅᑭᑦᑐᖃᓚᐅᕐᒪᓐ	ᓴᖅᑭᑦ@ᑐ@ᖃ@ᓚᐅᕐ@ᒪᓐ
ᐃᓪᓗᔅᓴᑦ	ᐃᓪᓗ@ᔅᓴ@ᑦ
ᑕᐃᒥ	ᑕᐃ@ᒥ
ᐋᖅᑭᓱᐃᓪᓗᓂ	ᐋᖅᑭ@ᓱ@ᐃ@ᓪᓗᓂ
ᐊᑭᑦᑐᕆᐊᖅᐸᓪᓕᐊᒻᒪᖔᑕ	ᐊᑭ@ᑦᑐ@ᕆᐊᖅ@ᐸᓪᓕᐊ@ᒻᒪᖔᑕ
ᐃᓕᓴᕆᔭᐅᓯᒪᖏᒻᒪᑕᓘᓐᓃᑦ	ᐃᓕᓴ@ᕆ@ᔭ@ᐅ@ᓯ@ᒪ@ᖏᒻ@ᒪᑕ@ᓘᓐᓃᑦ
ᐊᑦᑎᕚᓪᓕᕈᑕᐅᔪᑦ	ᐊᑦᑎ@ᕚᓪᓕ@ᕈᑕ@ᐅ@ᔪᑦ
ᐸᑉᓕ	ᐸᑉᓕ
ᑕᒪᒃᑯᓂᖓᑦᑕᐅᖅ	ᑕᒪᒃᑯ@ᓂᖓ@ᑦᑕᐅᖅ
ᓂᑯᕕᑲᐃᓐᓇᕈᓐᓇᖅᓯᖕᒥᒐᒪ	ᓂᑯᕕ@ᑲᐃᓐᓇ@ᕈᓐᓇᖅ@ᓯ@ᖕᒥ@ᒐᒪ
ᑲᔪᓯᖁᔨᑦᑎᐊᕐᓂᐊᖅᐳᒍᑦ	ᑲᔪᓯ@ᖁ@ᔨ@ᑦᑎᐊᕐ@ᓂᐊᖅ@ᐳᒍᑦ
ᑲᒪᒋᔭᐅᒻᒥᔪᖅ	ᑲᒪ@ᒋ@ᔭ@ᐅ@ᒻᒥ@ᔪᖅ
ᓂᕿᑦᑎᐊᕙᐅᖏᑦᑐᑦ	ᓂᕿ@ᑦᑎᐊᕙ@ᐅ@ᖏᑦ@ᑐᑦ
ᑕᑉᐱᖓᓂ	ᑕᑉᐱ@ᖓ@ᓂ
ᕿᒥᕐᕈᔭᐅᔪᒥᒃ	ᕿᒥᕐᕈ@ᔭ@ᐅ@ᔪ@ᒥᒃ
ᐱᖓᔪᑦ	ᐱ@ᖓ@ᔪᑦ
ᐱᓕᕆᖃᑦᑕᕐᒥᔪᖅ	ᐱ@ᓕᕆ@ᖃᑦᑕᕐ@ᒥ@ᔪᖅ
ᓄᓇᒐ	ᓄᓇ@ᒐ
ᖃᑦᓯᐅᒻᒪᖔᑦᑕ	ᖃᑦᓯ@ᐅ@ᒻᒪᖔᑦᑕ
ᒫᓂᑑᐸ	ᒫᓂᑑᐸ
ᖃᐅᔨᒋᐊᕐᕕᖃᕈᒪᖕᒪᑕ	ᖃᐅᔨ@ᒋᐊᕐ@ᕕ@ᖃ@ᕈᒪ@ᖕᒪᑕ
ᐊᔾᔨᒋᙱᒻᒪᕆᑦᑐᓂᐅᒃ	ᐊᔾᔨ@ᒋ@ᙱ@ᒻᒪᕆᑦ@ᑐᓂᐅᒃ
ᐅᒥᐊᕐᔪᐊᑉ	ᐅᒥᐊᕐ@ᔪᐊ@ᑉ
ᒪᑐᓯᒪᔪᒥᒃ	ᒪᑐ@ᓯ@ᒪ@ᔪ@ᒥᒃ
ᑕᒪᑐᒪᓂᓕᑭᐊᖅ	ᑕᒪᑐ@ᒪᓂ@ᓕ@ᑭᐊᖅ
ᐊᑐᓕᖅᑎᑕᐅᔪᓐᓇᕐᒪᖔᖅ	ᐊᑐ@ᓕᖅ@ᑎ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᒪᖔᖅ
ᖃᐅᔨᒪᖕᒥᖕᒪᑕ	ᖃᐅᔨᒪ@ᖕᒥ@ᖕᒪᑕ
ᐃᓱᒪᖃᖃᑎᒌᓐᓂᕐᒥᑦ	ᐃᓱᒪ@ᖃ@ᖃᑎ@ᒌᓐ@ᓂᕐ@ᒥᑦ
ᑕᐃᔭᐅᒻᒪᑕ	ᑕᐃ@ᔭ@ᐅ@ᒻᒪᑕ
ᐊᓂᕙᓪᓚᐃᒻᒪᑦ	ᐊᓂ@ᕙᓪᓚᐃ@ᒻᒪᑦ
ᐸᕐᓇᐅᑎᒋᔪᑦ	ᐸᕐᓇ@ᐅ@ᑎᒋ@ᔪᑦ
ᓇᓗᓇᐃᖅᓯᒋᐊᖁᓚᐅᕋᒃᑯ	ᓇᓗᓇ@ᐃᖅ@ᓯ@ᒋᐊ@ᖁ@ᓚᐅ@ᕋᒃᑯ
ᐊᓯᔾᔨᐊᕐᔪᒃᑲᓐᓂᕈᓂᐅᒃ	ᐊᓯ@ᔾᔨ@ᐊᕐᔪ@ᒃᑲᓐᓂ@ᕈᓂᐅᒃ
ᐊᑐᓕᖅᐱᑎᒍᑦ	ᐊᑐ@ᓕᖅ@ᐱᑎᒍᑦ
ᐱᔪᓐᓇᖅᓯᒍᓐᓄᒃ	ᐱ@ᔪᓐᓇᖅ@ᓯ@ᒍᓐᓄᒃ
ᐃᑲᔪᖅᓱᕐᒪᖔᖅᑕ	ᐃᑲᔪᖅ@ᓱᕐ@ᒪᖔᖅᑕ
ᐳᐊᓯ	ᐳᐊ@ᓯ
ᐅᐱᒋᔭᐅᔪᒪᒍᑦᑕ	ᐅᐱ@ᒋ@ᔭ@ᐅ@ᔪᒪ@ᒍᑦᑕ
ᐱᓇᓱᓪᓗᓂ	ᐱ@ᓇᓱᓪ@ᓗᓂ
ᖃᒪᓂᖅᑐᐊᒦᖔᖅᓯᒪᔪᖅ	ᖃᒪ@ᓂᖅ@ᑐ@ᐊ@ᒦ@ᖔᖅ@ᓯ@ᒪ@ᔪᖅ
ᐅᔾᔨᕈᓱᓚᐅᕐᒥᔪᑦ	ᐅᔾᔨ@ᕈᓱ@ᓚᐅᕐ@ᒥ@ᔪᑦ
ᑕᑯᖃᑦᑕᕈᒪᔪᑦ	ᑕᑯ@ᖃᑦᑕ@ᕈᒪ@ᔪᑦ
ᓄᓇᖁᑎᒋᓪᓗᓂᐅᒃ	ᓄᓇ@ᖁᑎ@ᒋ@ᓪᓗᓂᐅᒃ
ᐊᓯᐊᑲᐅᑎᒋᓚᐅᕐᒪᑦ	ᐊᓯ@ᐊ@ᑲᐅᑎᒋ@ᓚᐅᕐ@ᒪᑦ
ᑲᔪᓯᒍᑎᖃᐃᓐᓇᖅᑐᒍᑦ	ᑲᔪᓯ@ᒍᑎ@ᖃ@ᐃᓐᓇᖅ@ᑐᒍᑦ
ᐸᓴᓇᕐᒪᖔᑦ	ᐸᓴ@ᓇᕐ@ᒪᖔᑦ
ᓇᒻᒥᓂᑐᐊᕐᓕ	ᓇᒻᒥᓂ@ᑐᐊᕐ@ᓕ
ᐃᓕᖅᑯᓯᕆᒻᒥᒻᒪᒍ	ᐃᓕᖅᑯᓯ@ᕆ@ᒻᒥ@ᒻᒪᒍ
ᑐᕌᖓᒻᒥᒻᒪᑦ	ᑐᕌ@ᖓ@ᒻᒥ@ᒻᒪᑦ
ᑕᒪᓐᓇᐅᕗᖅ	ᑕᒪᓐᓇ@ᐅ@ᕗᖅ
ᐊᐅᓚᕙᓪᓕᐊᔪᒍᑦ	ᐊᐅᓚ@ᕙᓪᓕᐊ@ᔪᒍᑦ
ᓴᖅᑭᑦᑎᔪᓐᓇᕐᓗᓂ	ᓴᖅᑭᑦ@ᑎ@ᔪᓐᓇᕐ@ᓗᓂ
ᐱᕈᖅᐸᓪᓕᐊᖃᑕᐅᕗᖅ	ᐱᕈᖅ@ᐸᓪᓕᐊ@ᖃᑕᐅ@ᕗᖅ
ᐋᕐᕿᒃᓱᖅᑕᐅᕙᒃᑐᑦ	ᐋᕐᕿᒃ@ᓱᖅ@ᑕ@ᐅ@ᕙᒃ@ᑐᑦ
ᐱᐊᓂᒃᐸᑦᑐᑦ	ᐱ@ᐊᓂᒃ@ᐸᑦ@ᑐᑦ
ᓂᕆᐅᒋᔭᔅᓴᖃᕐᓂᕐᒧᑦ	ᓂᕆᐅ@ᒋ@ᔭ@ᔅᓴ@ᖃᕐ@ᓂᕐ@ᒧᑦ
ᐱᕙᓪᓕᐊᓂᖃᕐᒪᖔᖅᐱᑦ	ᐱ@ᕙᓪᓕᐊ@ᓂ@ᖃᕐ@ᒪᖔᖅᐱᑦ
ᓴᖅᑭᖃᑦᑕᕐᒥᒻᒪᑕ	ᓴᖅᑭ@ᖃᑦᑕᕐ@ᒥ@ᒻᒪᑕ
ᖁᕕᐊᓱᖃᑎᒋᓗᒋᓪᓗ	ᖁᕕᐊ@ᓱ@ᖃᑎ@ᒋ@ᓗ@ᒋᓪ@ᓗ
ᓂᕿᓕᕆᓪᓗᑕ	ᓂᕿ@ᓕᕆ@ᓪᓗᑕ
ᐊᑐᕋᑦᓯᐅᒃ	ᐊᑐ@ᕋᑦᓯᐅᒃ
ᐊᐱᕆᒪᐅᕐᒪᑦ	ᐊᐱᕆ@ᒪ@ᐅᕐ@ᒪᑦ
ᓱᓂᕐᒧᑦ	ᓱ@ᓂᕐ@ᒧᑦ
ᓵᓚᒃᓴᕈᑕᐅᓚᐅᖅᑐᑦ	ᓵᓚ@ᒃᓴ@ᕈᑕ@ᐅ@ᓚᐅᖅ@ᑐᑦ
ᐸᕐᓇᐸᓪᓕᐊᓂᕐᒥᑦ	ᐸᕐᓇ@ᐸᓪᓕᐊ@ᓂᕐ@ᒥᑦ
ᐋᒃᑎᒃ	ᐋᒃᑎᒃ
ᐱᒋᖔᕐᒪᔾᔪᒃ	ᐱ@ᒋ@ᖔᕐ@ᒪᔾᔪᒃ
ᐊᐱᖅᓱᖃᑦᑕᕋᒪ	ᐊᐱᖅ@ᓱ@ᖃᑦᑕ@ᕋᒪ
ᐱᓕᕆᔪᓪᓚᕆᐊᓗᓪᓗᓂ	ᐱ@ᓕᕆ@ᔪ@ᓪᓚᕆ@ᐊ@ᓗᓪ@ᓗᓂ
ᒪᓕᖃᑦᑕᕐᒪᑦ	ᒪᓕ@ᖃᑦᑕᕐ@ᒪᑦ
ᑲᒪᔾᔪᑕᐅᔪᓄᑦ	ᑲᒪ@ᔾᔪᑕ@ᐅ@ᔪ@ᓄᑦ
ᐅᐸᒃᑐᑦ	ᐅᐸᒃ@ᑐᑦ
ᐱᓕᕆᖃᑎᖃᕐᓂ	ᐱ@ᓕᕆ@ᖃᑎ@ᖃᕐ@ᓂ
ᐅᖃᕐᕕᒋᔪᒪᒍᕕᐅᒃ	ᐅᖃᕐ@ᕕ@ᒋ@ᔪᒪ@ᒍᕕᐅᒃ
ᐅᖃᔾᔭᐅᖃᐅᓪᓗᑕ	ᐅᖃ@ᔾᔭ@ᐅ@ᖃᐅ@ᓪᓗᑕ
ᐋᔨᖃᑎᖃᕋᓱᐊᖅᑐᒍᑦ	ᐋ@ᔨ@ᖃᑎ@ᖃ@ᕋᓱᐊᖅ@ᑐᒍᑦ
ᓂᕿᖓᓂᒃ	ᓂᕿ@ᖓᓂᒃ
ᐅᕝᕙᐅᒻᒪᑕ	ᐅᕝᕙ@ᐅ@ᒻᒪᑕ
ᒥᐊᔨ	ᒥ@ᐊ@ᔨ
ᑭᐅᔪᓐᓇᖅᑰᕐᒪᑦ	ᑭᐅ@ᔪᓐᓇ@ᖅᑰᕐ@ᒪᑦ
ᖃᓄᐃᒋᙱᒻᒥᔭᒃᑲ	ᖃᓄᐃ@ᒋ@ᙱᒻ@ᒥ@ᔭ@ᒃᑲ
ᒪᐅᑎ	ᒪᐅ@ᑎ
ᑕᐃᒪ	ᑕᐃᒪ
ᐃᓚᖃᖃᑦᑕᖅᑐᒥᓂᐅᒻᒪᖔᑦᑕ	ᐃᓚ@ᖃ@ᖃᑦᑕᖅ@ᑐ@ᒥᓂ@ᐅ@ᒻᒪᖔᑦᑕ
ᓂᐅᕕᖅᓵᓕᒍᑦᑕᓘᓐᓃᑦ	ᓂᐅᕕᖅ@ᓵᓕ@ᒍᑦᑕ@ᓘᓐᓃᑦ
ᐊᐅᓚᑦᑎᔨᒻᒪᕆᒃ	ᐊᐅᓚᑦ@ᑎ@ᔨ@ᒻᒪᕆᒃ
ᐃᓱᒪᒋᔭᑯᓗᐊᐱᒐᖃᐃ	ᐃᓱᒪ@ᒋ@ᔭ@ᑯᓗ@ᐊᐱ@ᒐ@ᖃᐃ
ᓂᐅᕕᕐᓂᖅ	ᓂᐅᕕᕐ@ᓂᖅ
ᑕᐃᒪᐅᒻᒥᖕᒪᑕ	ᑕᐃᒪ@ᐅ@ᒻᒥ@ᖕᒪᑕ
ᐊᓕᐊᓇᐃᒍᓱᒻᒪᕆᓕᕋᒪ	ᐊᓕᐊᓇᐃ@ᒍᓱ@ᒻᒪᕆ@ᓕ@ᕋᒪ
ᖁᕕᐊᒋᔭᐅᓂᕐᒧᑦ	ᖁᕕᐊ@ᒋ@ᔭ@ᐅ@ᓂᕐ@ᒧᑦ
ᑭᖑᕙᖅᐸᒻᒪᖔᑕ	ᑭᖑ@ᕙᖅ@ᐸᒻ@ᒪᖔᑕ
ᕿᓄᒻᒪᕆᒻᒪᑕ	ᕿᓄ@ᒻᒪᕆᒻ@ᒪᑕ
ᒪᒥᓴᕐᓂᕐᒧᓐ	ᒪᒥ@ᓴᕐ@ᓂᕐ@ᒧᓐ
ᐊᖃᖅᐸᑦᑐᑦ	ᐊᖃᖅ@ᐸᑦ@ᑐᑦ
ᐅᖃᕈᑕᐅᖕᒪᑦ	ᐅᖃ@ᕈᑕ@ᐅ@ᖕᒪᑦ
ᐱᕙᓪᓕᐊᓪᓗᓂ	ᐱ@ᕙᓪᓕᐊ@ᓪᓗᓂ
ᖃᐅᔨᓴᖅᑕᒥᓂᐅᒻᒪᑕ	ᖃᐅᔨ@ᓴᖅ@ᑕ@ᒥᓂ@ᐅ@ᒻᒪᑕ
ᐊᕐᕌᒍᑕᒫᒃᑯᑦ	ᐊᕐᕌᒍ@ᑕᒫ@ᒃᑯᑦ
ᐅᔭᕋᓕᕆᓂᕐᒧᑦ	ᐅᔭᕋ@ᓕᕆ@ᓂᕐ@ᒧᑦ
ᐅᖅᑯᐊᓄᑦ	ᐅᖅᑯ@ᐊᓄᑦ
ᐊᕙᑎᒥᐅᑕᓕᕆᓂᕐᒧᓐ	ᐊᕙᑎ@ᒥᐅᑕ@ᓕᕆ@ᓂᕐ@ᒧᓐ
ᐱᔪᓐᓇᕐᓂᖓᓄᑦ	ᐱ@ᔪᓐᓇᕐ@ᓂ@ᖓᓄᑦ
ᓴᖅᑭᑦᑎᕙᓪᓕᐊᓕᕈᑦᑕ	ᓴᖅᑭᑦ@ᑎ@ᕙᓪᓕᐊ@ᓕ@ᕈᑦᑕ
ᓂᕿᒡᒋᕋᔪᑦᑐᑦ	ᓂᕿ@ᒡᒋ@ᕋᔪᑦ@ᑐᑦ
ᐃᖅᑲᓇᔭᕈᓐᓇᓂᕐᒧᑦ	ᐃᖅᑲ@ᓇ@ᔭ@ᕈᓐᓇ@ᓂᕐ@ᒧᑦ
ᐱᔪᓐᓇᑎᑕᐅᔪᓐᓇᕐᓱᓂ	ᐱ@ᔪᓐᓇ@ᑎ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᓱ@ᓂ
ᐊᐅᓚᑦᓯᔪᒪᓐᓂᕈᒪ	ᐊᐅᓚᑦ@ᓯ@ᔪᒪ@ᓐᓂ@ᕈᒪ
ᓴᖅᑭᑎᑕᐅᔪᑦ	ᓴᖅᑭ@ᑎ@ᑕ@ᐅ@ᔪᑦ
ᐊᓯᔾᔨᖅᑕᐅᕙᒻᒪᑕ	ᐊᓯ@ᔾᔨᖅ@ᑕ@ᐅ@ᕙᒻ@ᒪᑕ
ᐃᓚᒋᓚᐅᕐᒪᒍ	ᐃᓚ@ᒋ@ᓚᐅᕐ@ᒪᒍ
ᖃᕐᓕᒃ	ᖃᕐᓕᒃ
ᐱᔪᓐᓇᖅᓯᒍᕕᑦ	ᐱ@ᔪᓐᓇᖅ@ᓯ@ᒍᕕᑦ
ᑕᒪᑐᒧᖓᓕᖃᐃ	ᑕᒪᑐ@ᒧᖓ@ᓕ@ᖃᐃ
ᓈᓴᐃᔾᔪᑕᐅᒻᒪᑦ	ᓈ@ᓴ@ᐃ@ᔾᔪᑕ@ᐅ@ᒻᒪᑦ
ᑐᙵᓱᑦᑎᔪᒪᕙᒃᑲ	ᑐᙵ@ᓱᑦ@ᑎ@ᔪᒪ@ᕙ@ᒃᑲ
ᑲᒪᓪᓗᐊᑕᕐᒪᑕ	ᑲᒪ@ᓪᓗᐊ@ᑕᕐ@ᒪᑕ
ᓯᒡᔭᒧᓐ	ᓯᒡᔭ@ᒧᓐ
ᒪᓕᓛᕐᒥᔪᖅ	ᒪᓕ@ᓛᕐ@ᒥ@ᔪᖅ
ᒪᓕᒐᖅᑕᖃᕋᓂᓗ	ᒪᓕ@ᒐᖅ@ᑕ@ᖃ@ᕋᓂ@ᓗ
ᑲᒪᒋᕗᑦ	ᑲᒪ@ᒋ@ᕗᑦ
ᒪᒃᐱᕐᑐᕋᖓᓂ	ᒪᒃᐱᕐ@ᑐ@ᕋ@ᖓ@ᓂ
ᐱᓇᓱᖃᑦᑕᕈᓐᓇᖅᑐᒍᑦ	ᐱ@ᓇᓱ@ᖃᑦᑕ@ᕈᓐᓇᖅ@ᑐᒍᑦ
ᐱᔪᒪᔭᐅᒻᒪᑦ	ᐱ@ᔪᒪ@ᔭ@ᐅ@ᒻᒪᑦ
ᓴᖅᑭᖏᒻᒪᑕ	ᓴᖅᑭ@ᖏᒻ@ᒪᑕ
ᐊᕐᕕᖕᒧᑦ	ᐊᕐᕕᖕ@ᒧᑦ
ᐊᐅᓪᓚᖅᑎᕋᑖᖅᑕᖓᓂᒃ	ᐊᐅ@ᓪᓚᖅ@ᑎ@ᕋᑖᖅ@ᑕ@ᖓᓂᒃ
ᐊᒥᓱᒋᐊᓂᑦ	ᐊᒥᓱ@ᒋ@ᐊᓂᑦ
ᓂᐅᕐᕈᓂᖃᖅᑎᓪᓗᒍ	ᓂᐅᕐᕈ@ᓂ@ᖃᖅ@ᑎᓪᓗᒍ
ᐊᑭᑦᑐᐸᓪᓕᐊᓂᖅ	ᐊᑭ@ᑦᑐ@ᐸᓪᓕᐊ@ᓂᖅ
ᖃᐅᔨᓴᕐᕕᑯᓐᓄᑦ	ᖃᐅᔨ@ᓴᕐ@ᕕ@ᑯᓐ@ᓄᑦ
ᓄᖅᑲᕈᒪᓕᕐᒪᑕ	ᓄᖅᑲ@ᕈᒪ@ᓕᕐ@ᒪᑕ
ᓴᖅᑭᑕᐅᕙᓪᓕᐊᓂᖓᓂᒃ	ᓴᖅᑭ@ᑕ@ᐅ@ᕙᓪᓕᐊ@ᓂ@ᖓᓂᒃ
ᐊᐃᑦᑖᕈᓱᓚᐅᖅᐳᑦ	ᐊᐃᑦᑖ@ᕈᓱ@ᓚᐅᖅ@ᐳᑦ
ᓴᙱᓕᑎᑉᐸᓪᓕᐊᒍᒪᓚᐅᕐᐳᖅ	ᓴᙱ@ᓕ@ᑎᑉ@ᐸᓪᓕᐊ@ᒍᒪ@ᓚᐅᕐ@ᐳᖅ
ᓂᓪᓕᕈᒪᕕᑦ	ᓂᓪᓕ@ᕈᒪ@ᕕᑦ
ᓄᓇᑖᕋᓱᐊᖅᑎᓪᓗᒋᑦ	ᓄᓇ@ᑖ@ᕋᓱᐊᖅ@ᑎᓪᓗᒋᑦ
ᐃᖏᕐᕋᒋᐊᓯᒍᑦᑕ	ᐃᖏᕐᕋ@ᒋᐊ@ᓯ@ᒍᑦᑕ
ᒫᔾᔨᒧᑦ	ᒫᔾᔨ@ᒧᑦ
ᐊᑭᑦᑐᕆᐊᕐᓂᖃᓛᕐᒪᖔᑦ	ᐊᑭ@ᑦᑐ@ᕆᐊᕐ@ᓂ@ᖃ@ᓛᕐ@ᒪᖔᑦ
ᐱᓕᕆᓪᓚᕆᖃᑦᑕᕐᒪᑦ	ᐱ@ᓕᕆ@ᓪᓚᕆ@ᖃᑦᑕᕐ@ᒪᑦ
ᑖᑉᓱᒪᓕ	ᑖᑉᓱ@ᒪ@ᓕ
ᐱᕙᓪᓕᐊᑎᑦᓯᔨᖃᓕᕐᒪᖔᑕ	ᐱ@ᕙᓪᓕᐊ@ᑎᑦ@ᓯ@ᔨ@ᖃ@ᓕᕐ@ᒪᖔᑕ
ᐱᓕᕆᖃᑎᖃᖅᐸᑉᐳᑦ	ᐱ@ᓕᕆ@ᖃᑎ@ᖃᖅ@ᐸᑉ@ᐳᑦ
ᐱᓕᕆᖃᑎᖃᐃᓐᓇᐸᑦᑐᒍᑦ	ᐱ@ᓕᕆ@ᖃᑎ@ᖃ@ᐃᓐᓇ@ᐸᑦ@ᑐᒍᑦ
ᐊᐅᓚᔾᔭᒻᒪᑦ	ᐊᐅᓚᔾᔭᒻ@ᒪᑦ
ᑕᑯᖃᑦᑕᓕᕐᒥᒐᑦᑕ	ᑕᑯ@ᖃᑦᑕ@ᓕᕐ@ᒥ@ᒐᑦᑕ
ᑕᒪᒃᑯᐊᓄ	ᑕᒪ@ᒃᑯ@ᐊᓄ
ᑕᓯᓗᖓᓄᑦ	ᑕᓯ@ᓗ@ᖓᓄᑦ
ᐊᓪᓚᕝᕕᒻᒥᐅᑕᐅᔪᓄᑦ	ᐊᓪᓚᕝ@ᕕᒻ@ᒥᐅᑕ@ᐅ@ᔪ@ᓄᑦ
ᕿᑎᒃᑎᓪᓗᒋᑦ	ᕿᑎᒃ@ᑎᓪᓗᒋᑦ
ᐅᖅᓱᕐᒥᑦ	ᐅᖅᓱᕐ@ᒥᑦ
ᐃᑲᔪᖅᓱᐃᓂᕆᓚᐅᖅᑕᖓᓄᑦ	ᐃᑲᔪᖅ@ᓱ@ᐃ@ᓂ@ᕆ@ᓚᐅᖅ@ᑕ@ᖓᓄᑦ
ᐃᖁᒪᒋᔭᒥᓂᒃ	ᐃᖁᒪ@ᒋ@ᔭ@ᒥ@ᓂᒃ
ᐱᒋᐊᕐᓂᕆᔭᖓᓂᑦ	ᐱ@ᒋᐊᕐ@ᓂ@ᕆ@ᔭ@ᖓᓂᑦ
ᐱᔾᔪᑕᐅᑉᓗᓂ	ᐱ@ᔾᔪᑕ@ᐅ@ᑉᓗᓂ
ᐅᑭᐊᑦᓵᖅ	ᐅᑭᐊᑦᓵᖅ
ᐱᓕᕆᔨᔅᓴᒥᑦ	ᐱ@ᓕᕆ@ᔨ@ᔅᓴ@ᒥᑦ
ᓯᕿᙳᔭᖓᑕ	ᓯᕿ@ᙳ@ᔭ@ᖓ@ᑕ
ᐅᑉᐱᕈᓱᙱᓪᓚᕆᑦᑐᑦ	ᐅᑉᐱ@ᕈᓱ@ᙱ@ᓪᓚᕆᑦ@ᑐᑦ
ᑎᓪᓕᓐᓂᒥᓂᖅ	ᑎᓪᓕᓐ@ᓂ@ᒥᓂᖅ
ᕿᒥᕐᕈᖄᖅᐸᒃᑐᒍᑦ	ᕿᒥᕐᕈ@ᖄᖅ@ᐸᒃ@ᑐᒍᑦ
ᕿᒡᒋᖅᑕᓕᖅᑐᒥᓂᐅᒻᒪᑦ	ᕿᒡᒋᖅ@ᑕ@ᓕᖅ@ᑐ@ᒥᓂ@ᐅ@ᒻᒪᑦ
ᐊᖏᖃᑎᒋᓚᐅᖅᐱᓯᐅᒃ	ᐊᖏ@ᖃᑎ@ᒋ@ᓚᐅᖅ@ᐱᓯᐅᒃ
ᑭᐅᕋᑖᖅᐲᑦ	ᑭᐅ@ᕋᑖᖅ@ᐲᑦ
ᐃᓚᒋᐊᕆᔪᒪᑉᐸᑦ	ᐃᓚ@ᒋᐊ@ᕆ@ᔪᒪ@ᑉᐸᑦ
ᐃᓕᓴᕆᔭᐅᓂᖃᓚᐅᕐᐳᖅ	ᐃᓕᓴ@ᕆ@ᔭ@ᐅ@ᓂ@ᖃ@ᓚᐅᕐ@ᐳᖅ
ᓱᕋᒃᐸᓪᓕᐊᒻᒪᑦ	ᓱᕋᒃ@ᐸᓪᓕᐊ@ᒻᒪᑦ
