ᐊᖑᓇᓱᒃᑕᐅᔪᓐᓇᖅᑐᑦ	ᐊᖑ@ᓇᓱᒃ@ᑕ@ᐅ@ᔪᓐᓇᖅ@ᑐᑦ
ᐄᑦᓱᒃ	ᐄ@ᑦ@ᓱᒃ
ᐊᔾᔨᒋᓚᐅᙱᒻᒪᒍ	ᐊᔾᔨ@ᒋ@ᓚᐅ@ᙱᒻ@ᒪᒍ
ᐅᕐᓂᒍᓐᓇᖅᑕᖓᓂᑦ	ᐅᕐᓂ@ᒍᓐᓇᖅ@ᑕ@ᖓᓂᑦ
ᐃᓂᖅᑎᕐᓂᐊᖅᐸᕐᒪ	ᐃᓂᖅ@ᑎᕐ@ᓂᐊᖅ@ᐸᕐᒪ
ᒪᑉᐸᓴᓛᖅ	ᒪᑉᐸ@ᓴ@ᓛᖅ
ᕿᒥᕐᕈᓇᒃᑕᐅᔪᓂᒃ	ᕿᒥᕐᕈ@ᓇᒃ@ᑕ@ᐅ@ᔪ@ᓂᒃ
ᒪᑐᐃᖅᓯᕐᓂᕐᒧᑦ	ᒪᑐ@ᐃᖅ@ᓯᕐ@ᓂᕐ@ᒧᑦ
ᒪᑐᓯᓗᓂᓗ	ᒪᑐ@ᓯ@ᓗᓂ@ᓗ
ᐅᑕᖅᑭᕕᖓᓂᑦ	ᐅᑕᖅᑭ@ᕕ@ᖓᓂᑦ
ᑎᑎᖅᑐᒐᖅᑕᐅᑉᐸᑦ	ᑎᑎᖅ@ᑐ@ᒐᖅ@ᑕ@ᐅ@ᑉᐸᑦ
ᑕᐃᑐᒻᒪᖔᖅᐱᐅᒃ	ᑕᐃ@ᑐ@ᒻᒪᖔᖅᐱᐅᒃ
ᓵᓚᒃᓴᖃᑕᐅᓚᐅᕐᒪᑦ	ᓵᓚ@ᒃᓴ@ᖃᑕᐅ@ᓚᐅᕐ@ᒪᑦ
ᑲᒥᓴᓇᖓᑦᑕ	ᑲᒥᓴᓇ@ᖓᑦᑕ
ᐃᐱᔪᖃᖃᑦᑕᕐᒪᑦ	ᐃᐱ@ᔪ@ᖃ@ᖃᑦᑕᕐ@ᒪᑦ
ᓇᔪᖅᑕᖓᓂᑦ	ᓇᔪᖅ@ᑕ@ᖓᓂᑦ
ᐃᒃᐱᒍᓱᒃᑐᒍᑦ	ᐃᒃᐱ@ᒍᓱᒃ@ᑐᒍᑦ
ᐃᓄᒃ	ᐃᓄᒃ
ᐃᑲᔪᒃᑲᓐᓂᕈᓐᓇᕐᒪᖔᑕ	ᐃᑲᔪ@ᒃᑲᓐᓂ@ᕈᓐᓇᕐ@ᒪᖔᑕ
ᑐᓵᔪᖃᐅᒻᒪᕆᓚᐅᕐᒪᑦ	ᑐᓵ@ᔪ@ᖃᐅ@ᒻᒪᕆ@ᓚᐅᕐ@ᒪᑦ
ᐳᐃᒍᖅᑰᕐᓂᕋᒪ	ᐳᐃᒍ@ᖅᑰᕐ@ᓂ@ᕋᒪ
ᖃᐃᖁᔨᓂᐊᖅᐱᑦ	ᖃᐃ@ᖁ@ᔨ@ᓂᐊᖅ@ᐱᑦ
ᐊᐅᓚᔭᐅᓂᖅ	ᐊᐅᓚ@ᔭ@ᐅ@ᓂᖅ
ᖃᓄᖅᓗᑭᐊᖅ	ᖃᓄᖅ@ᓗ@ᑭᐊᖅ
ᐅᖅᓱᕐᒥᑦ	ᐅᖅᓱᕐ@ᒥᑦ
ᑭᓛᕋ	ᑭᓛ@ᕋ
ᖃᓂᓐᓂᖅᓴᒧᑦ	ᖃᓂᓐ@ᓂᖅᓴ@ᒧᑦ
ᐋᖅᑭᒃᓱᐃᔪᓐᓇᖅᐳᑦ	ᐋᖅᑭᒃ@ᓱ@ᐃ@ᔪᓐᓇᖅ@ᐳᑦ
ᐃᓚᒋᐊᕐᓂᐅᒻᒪᑦ	ᐃᓚ@ᒋᐊᕐ@ᓂ@ᐅ@ᒻᒪᑦ
ᐃᕐᖑᑕᒥᓂ	ᐃᕐᖑᑕ@ᒥᓂ
ᐊᐱᖅᓱᕐᕕᖃᓕᕐᒥᒍᒪ	ᐊᐱᖅ@ᓱᕐ@ᕕ@ᖃ@ᓕᕐ@ᒥ@ᒍᒪ
ᐃᖅᑲᓇᐃᔮᒃᓴᖃᑦᑐᒍᑦ	ᐃᖅᑲᓇᐃᔮ@ᒃᓴ@ᖃᑦ@ᑐᒍᑦ
ᐊᑲᐅᒃᓴᖏᔾᔪᑕᐅᔪᓂᒃ	ᐊᑲᐅ@ᒃᓴ@ᖏ@ᔾᔪᑕ@ᐅ@ᔪ@ᓂᒃ
ᓯᐅᕋᖅᑕᓂᕐᒧᑦ	ᓯᐅᕋᖅ@ᑕ@ᓂᕐ@ᒧᑦ
ᐊᑭᖃᐅᖅᑐᑦ	ᐊᑭ@ᖃᐅᖅ@ᑐᑦ
ᐃᑲᔪᕈᒪᓪᓗᓂ	ᐃᑲᔪ@ᕈᒪ@ᓪᓗᓂ
ᓇᖕᒥᓂᖃᕋᒪ	ᓇᖕᒥᓂ@ᖃ@ᕋᒪ
ᕿᒥᕐᕈᔭᐅᓂᐅᔪᒥᒃ	ᕿᒥᕐᕈ@ᔭ@ᐅ@ᓂ@ᐅ@ᔪ@ᒥᒃ
ᐃᑲᔪᖅᑕᐅᔪᓐᓇᕐᒥᔪᑦ	ᐃᑲᔪᖅ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᒥ@ᔪᑦ
ᒐᕙᒪᒃᑯᓕᒫᖅ	ᒐᕙᒪ@ᒃᑯ@ᓕᒫᖅ
ᓈᒻᒪᑎᓪᓗᒍ	ᓈᒻᒪ@ᑎᓪᓗᒍ
ᕿᓂᕐᐸᑦᑐᑦ	ᕿᓂᕐ@ᐸᑦ@ᑐᑦ
ᐊᑭᑦᑐᖅᐸᓪᓕᐊᖕᒥᖕᒪᖔᑕ	ᐊᑭ@ᑦᑐᖅ@ᐸᓪᓕᐊ@ᖕᒥ@ᖕᒪᖔᑕ
ᐅᐱᒍᓱᑉᐳᑦ	ᐅᐱ@ᒍᓱᑉ@ᐳᑦ
ᐱᓕᕆᓂᐅᔪᓄ	ᐱ@ᓕᕆ@ᓂ@ᐅ@ᔪ@ᓄ
ᐊᑯᕐᕕᒃ	ᐊᑯᕐ@ᕕᒃ
ᐅᑕᖅᑭᙳᓕᕐᒪᑕ	ᐅᑕᖅᑭ@ᙳ@ᓕᕐ@ᒪᑕ
ᖃᖓᓂᑕᐅᒻᒪᑕ	ᖃᖓ@ᓂᑕ@ᐅ@ᒻᒪᑕ
ᑐᕌᒐᒥᓄᑦ	ᑐᕌ@ᒐ@ᒥ@ᓄᑦ
ᖃᐅᔨᓴᕐᓂᖃᕆᕚᑦ	ᖃᐅᔨ@ᓴᕐ@ᓂ@ᖃ@ᕆ@ᕚᑦ
ᑐᓂᔭᐅᔪᒪᑐᐊᖅᐸᑕ	ᑐᓂ@ᔭ@ᐅ@ᔪᒪ@ᑐᐊᖅ@ᐸᑕ
ᕿᒥᕐᕈᒍᒪᕗᒍᑦ	ᕿᒥᕐᕈ@ᒍᒪ@ᕗᒍᑦ
ᐊᐅᔭᖓᓂᒃ	ᐊᐅᔭ@ᖓᓂᒃ
ᐊᓪᓚᕝᕕᒥᓂᐅᔪᑦ	ᐊᓪᓚᕝ@ᕕ@ᒥᓂ@ᐅ@ᔪᑦ
ᐅᒃᐱᕈᓱᒃᑐᒧᑦ	ᐅᒃᐱ@ᕈᓱᒃ@ᑐ@ᒧᑦ
ᐸᕐᓇᐃᓂ	ᐸᕐᓇ@ᐃ@ᓂ
ᐊᐱᖅᓱᖅᑕᐅᓪᓗᓂ	ᐊᐱᖅ@ᓱᖅ@ᑕ@ᐅ@ᓪᓗᓂ
ᐃᑲᔪᕐᑐᕐᑕᐅᔪᒪᔪᒍᑦ	ᐃᑲᔪᕐ@ᑐᕐ@ᑕ@ᐅ@ᔪᒪ@ᔪᒍᑦ
ᕿᒥᕐᕈᔭᐅᕙᓪᓕᐊᓕᕐᒪᖔᑦ	ᕿᒥᕐᕈ@ᔭ@ᐅ@ᕙᓪᓕᐊ@ᓕᕐ@ᒪᖔᑦ
ᑕᕝᕙᐅᓕᖅᐳᖅ	ᑕᕝᕙ@ᐅ@ᓕᖅ@ᐳᖅ
ᐱᔪᓐᓇᕐᓂᓕᒫᕐᒥᒍᑦ	ᐱ@ᔪᓐᓇᕐ@ᓂ@ᓕᒫᕐ@ᒥᒍᑦ
ᐃᕐᓂᕋ	ᐃᕐᓂ@ᕋ
ᐸᕝᕕᓴᒃᐸᑦᑐᑦ	ᐸᕝᕕᓴᒃ@ᐸᑦ@ᑐᑦ
ᐱᔪᓐᓇᕐᓂᖃᕆᕙᑦ	ᐱ@ᔪᓐᓇᕐ@ᓂ@ᖃ@ᕆ@ᕙᑦ
ᕿᒥᕐᕈᓇᓱᖃᑦᑕᖅᑐᒍᑦ	ᕿᒥᕐᕈ@ᓇᓱ@ᖃᑦᑕᖅ@ᑐᒍᑦ
ᐱᒻᒪᕆᐅᒻᒪ	ᐱ@ᒻᒪᕆ@ᐅ@ᒻᒪ
ᐋᖅᑭᒃᓱᖔᓕᕐᓕᑦ	ᐋᖅᑭᒃ@ᓱ@ᖔ@ᓕᕐ@ᓕᑦ
ᐃᓂᖃᕐᕕᖓᓄᑦ	ᐃᓂ@ᖃᕐᕕ@ᖓᓄᑦ
ᑐᐱᕐᕕᐅᒧᑦ	ᑐᐱᕐ@ᕕ@ᐅ@ᒧᑦ
ᐱᕙᓪᓕᐊᓂᑦᓴᖓᓂᑦ	ᐱ@ᕙᓪᓕᐊ@ᓂ@ᑦᓴ@ᖓᓂᑦ
ᑎᑭᐅᑕᐅᔪᓄᑦ	ᑎᑭ@ᐅᑕ@ᐅ@ᔪ@ᓄᑦ
ᓴᖅᑭᑦᑎᕙᓪᓕᐊᓕᕈᑦᑕ	ᓴᖅᑭᑦ@ᑎ@ᕙᓪᓕᐊ@ᓕ@ᕈᑦᑕ
ᓈᒻᒪᑦᑐᒥᑦ	ᓈᒻᒪᑦ@ᑐ@ᒥᑦ
ᐃᒃᓯᕙᒃᑕᕐᒪᖔᕐᒪ	ᐃᒃᓯᕙ@ᒃ@ᑕᕐ@ᒪᖔᕐᒪ
ᐊᓕᐊᓇᕐᐳᖅ	ᐊᓕᐊ@ᓇᕐ@ᐳᖅ
ᑕᐅᖅᓯᖅᑕᐅᒐᔭᕐᓂᖓᓄᑦ	ᑕᐅᖅᓯ@ᖅ@ᑕ@ᐅ@ᒐ@ᔭᕐ@ᓂ@ᖓᓄᑦ
ᐱᓕᕆᕕᐅᔪᓕᒫᖅ	ᐱ@ᓕᕆ@ᕕ@ᐅ@ᔪ@ᓕᒫᖅ
ᖃᐅᔨᓴᕈᒪᔪᓂᑦ	ᖃᐅᔨ@ᓴ@ᕈᒪ@ᔪ@ᓂᑦ
ᑐᓂᔭᐅᔪᓐᓇᙱᑦᑐᑦ	ᑐᓂ@ᔭ@ᐅ@ᔪᓐᓇᙱᑦ@ᑐᑦ
ᑐᙵᓂᖃᖅᐳᖅ	ᑐᙵ@ᓂ@ᖃᖅ@ᐳᖅ
ᐊᖑ	ᐊᖑ
ᐃᑲᔪᖅᓯᑕᐅᓪᓗᓂ	ᐃᑲᔪᖅ@ᓯ@ᑕ@ᐅ@ᓪᓗᓂ
ᐃᓄᖕᒧᑦ	ᐃᓄᖕ@ᒧᑦ
ᑕᒪᑐᒧᖓᖃᐃ	ᑕᒪᑐ@ᒧᖓ@ᖃᐃ
ᐃᓕᓴᕆᔭᐅᓛᕐᒪᑦ	ᐃᓕᓴ@ᕆ@ᔭ@ᐅ@ᓛᕐ@ᒪᑦ
ᖃᐅᔨᕙᓪᓕᐊᓂᕐᒧᓪᓗ	ᖃᐅᔨ@ᕙᓪᓕᐊ@ᓂᕐ@ᒧᓪ@ᓗ
ᓴᓗᒪᔪᑦ	ᓴᓗ@ᒪ@ᔪᑦ
ᑭᓇᑐᐃᓐᓇᕐᓗᑭᐊᖅ	ᑭᓇ@ᑐᐃᓐᓇᕐ@ᓗ@ᑭᐊᖅ
ᐱᒻᒪᕆᐅᑎᑕᐅᖕᒪᑦ	ᐱ@ᒻᒪᕆ@ᐅ@ᑎ@ᑕ@ᐅ@ᖕᒪᑦ
ᓴᖅᑭᑦᑎᔪᒪᓪᓗᖓ	ᓴᖅᑭᑦ@ᑎ@ᔪᒪ@ᓪᓗᖓ
ᓴᓇᖔᖅᑐᑦ	ᓴᓇ@ᖔᖅ@ᑐᑦ
ᖃᐅᔨ	ᖃᐅ@ᔨ
ᐊᓯᒃᑲᓂᖏᓂ	ᐊᓯ@ᒃᑲᓂ@ᖏ@ᓂ
ᑲᑎᕕᒃ	ᑲᑎ@ᕕᒃ
ᒪᑉᐱᒐᖓᓂᒃ	ᒪᑉᐱ@ᒐ@ᖓᓂᒃ
ᑭᐅᒍᒪᑉᐸᑕ	ᑭᐅ@ᒍᒪ@ᑉᐸᑕ
ᓈᒻᒪᓯᑉᐸᓪᓗ	ᓈᒻᒪ@ᓯ@ᑉᐸᓪ@ᓗ
ᒪᓕᔅᓴᕐᓗᓂ	ᒪᓕᔅ@ᓴᕐ@ᓗᓂ
ᐅᖓᓯᒃᑐᒥᑦ	ᐅᖓᓯᒃ@ᑐ@ᒥᑦ
ᐱᔪᓐᓇᕐᓂᖃᖏᑦᑐᒍᑦ	ᐱ@ᔪᓐᓇᕐ@ᓂ@ᖃ@ᖏᑦ@ᑐᒍᑦ
ᑕᓗᕐᔪᐊᕐᒥᐅᓪᓗ	ᑕᓗ@ᕐᔪᐊᕐ@ᒥ@ᐅᓪ@ᓗ
ᑭᕙᓪᓕᕐᒧᑦ	ᑭᕙᓪᓕᕐ@ᒧᑦ
ᑐᓯᓯᓯᒪᕗᒍᑦ	ᑐ@ᓯ@ᓯ@ᓯ@ᒪ@ᕗᒍᑦ
ᕿᓂᖃᑦᑕᕐᓂᖅ	ᕿᓂ@ᖃᑦᑕᕐ@ᓂᖅ
ᖃᐅᔨᓴᖅᑕᐅᔪᓐᓇᕐᒪᖔᑕ	ᖃᐅᔨ@ᓴᖅ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᒪᖔᑕ
ᐊᖏᖅᑕᐅᔪᒪᓕᕋᒪ	ᐊᖏᖅ@ᑕ@ᐅ@ᔪᒪ@ᓕ@ᕋᒪ
ᐋᖅᑭᒃᑕᐅᑉᐸᑦ	ᐋᖅᑭᒃ@ᑕ@ᐅ@ᑉᐸᑦ
ᓴᖅᑭᑲᓐᓂᕈᓐᓇᖅᑐᒍᑦ	ᓴᖅᑭ@ᑲᓐᓂ@ᕈᓐᓇᖅ@ᑐᒍᑦ
ᓄᖅᑲᕋᓱᑦᑐᑦ	ᓄᖅᑲ@ᕋᓱᑦ@ᑐᑦ
ᐋᖅᑭᒃᓱᖅᑕᐅᒋᐊᕌᖓᑕ	ᐋᖅᑭᒃ@ᓱᖅ@ᑕ@ᐅ@ᒋᐊ@ᕌᖓᑕ
ᒪᒃᐱᒐᖓᓂᑦ	ᒪᒃᐱ@ᒐ@ᖓᓂᑦ
ᓇᓗᓇᐃᖅᑕᐅᒃᐸᑦ	ᓇᓗᓇ@ᐃᖅ@ᑕ@ᐅ@ᒃᐸᑦ
ᐃᒪᓐᓇᐅᒻᒪᑕ	ᐃᒪᓐᓇ@ᐅ@ᒻᒪᑕ
ᑐᕌᒐᖃᓪᓗᐊᖅᑐᑦ	ᑐᕌ@ᒐ@ᖃ@ᓪᓗᐊᖅ@ᑐᑦ
ᐱᓇᔫᑎᒋᔭᒥᓂᒃ	ᐱ@ᓇ@ᔫ@ᑎᒋ@ᔭ@ᒥ@ᓂᒃ
ᐳᐃᒍᖅᐸᕋᓕ	ᐳᐃᒍᖅ@ᐸᕋ@ᓕ
ᖃᑦᓯᐅᒻᒪᖔᑕ	ᖃᑦᓯ@ᐅ@ᒻᒪᖔᑕ
ᓱᕋᑦᑕᐅᔪᓄᑦ	ᓱᕋᑦ@ᑕ@ᐅ@ᔪ@ᓄᑦ
ᖃᐅᔨᒃᑲᓐᓂᐊᖅᐸᒃᑲ	ᖃᐅ@ᔨ@ᒃᑲᓐᓂ@ᐊᖅ@ᐸ@ᒃᑲ
ᑕᐱᐊ	ᑕᐱ@ᐊ
ᖃᓄ	ᖃᓄ
ᒥᑭᓂᖅᓴᐅᔪᒥᑦ	ᒥᑭ@ᓂᖅᓴ@ᐅ@ᔪ@ᒥᑦ
ᐅᐊᑦᑎᐊᕈᒎᖅ	ᐅᐊᑦᑎᐊᕈ@ᒎᖅ
ᐃᓚᔭᐅᔪᒪᔪᑦ	ᐃᓚ@ᔭ@ᐅ@ᔪᒪ@ᔪᑦ
ᓵᓚᒃᓴᖅᑎᑦᓯᕙᑉᐲᑦ	ᓵᓚ@ᒃᓴᖅ@ᑎ@ᑦᓯ@ᕙᑉ@ᐲᑦ
ᓴᓇᕕᐅᔪᒥᑦ	ᓴᓇ@ᕕ@ᐅ@ᔪ@ᒥᑦ
ᕿᐅᔪᓄᑦ	ᕿᐅ@ᔪ@ᓄᑦ
ᐱᒻᒪᕆᐅᒋᕙᕋ	ᐱ@ᒻᒪᕆ@ᐅ@ᒋ@ᕙᕋ
ᓄᓇᒋᔭᖓᓄᑦ	ᓄᓇ@ᒋ@ᔭ@ᖓᓄᑦ
ᐱᐊᓂᒡᕕᒃᓴᖃᕐᒥᔪᖅ	ᐱ@ᐊᓂᒡ@ᕕ@ᒃᓴ@ᖃᕐ@ᒥ@ᔪᖅ
ᖃᐅᔨᒪᔪᒃᓴᐅᕗᓯᓗ	ᖃᐅᔨᒪ@ᔪᒃᓴ@ᐅ@ᕗᓯ@ᓗ
ᓇᒻᒥᓂᖅᑖᐸᓪᓕᐊᔪᓄᑦ	ᓇᒻᒥᓂᖅ@ᑖ@ᐸᓪᓕᐊ@ᔪ@ᓄᑦ
ᐃᒪᓐᓇᐃᐳᑦ	ᐃᒪᓐᓇ@ᐃ@ᐳᑦ
ᐃᓚᖃᓚᐅᕐᖓᑕ	ᐃᓚ@ᖃ@ᓚᐅ@ᕐᖓ@ᑕ
ᐊᖑᒐᒥᔾᔪᒃ	ᐊᖑ@ᒐᒥᔾᔪᒃ
ᖃᐃᖁᔨᒍᓐᓇᕐᓗᓂ	ᖃᐃ@ᖁ@ᔨ@ᒍᓐ@ᓇᕐ@ᓗᓂ
ᐃᒡᕕᓪᓗ	ᐃᒡᕕᓪ@ᓗ
ᐱᕈᖅᓯᐊᖁᑎᖃᕆᕚᑦ	ᐱᕈᖅ@ᓯᐊ@ᖁᑎ@ᖃ@ᕆ@ᕚᑦ
ᖃᖓᒃᑯᓂᐊᕐᒪᖔᖅ	ᖃᖓ@ᒃᑯ@ᓂᐊᕐ@ᒪᖔᖅ
ᓂᐅᕕᖅᓗᓂ	ᓂᐅᕕᖅ@ᓗᓂ
ᑲᒪᖃᑦᑕᕐᒪᖔᑕ	ᑲᒪ@ᖃᑦᑕᕐ@ᒪᖔᑕ
ᐃᒻᒧᒃ	ᐃᒻᒧᒃ
ᕿᒥᕐᕈᓇᓱᒃᑐᒍᑦ	ᕿᒥᕐᕈ@ᓇᓱᒃ@ᑐᒍᑦ
ᑲᔪᓯᑎᑦᑎᔪᒪᓪᓗᖓ	ᑲᔪᓯ@ᑎᑦ@ᑎ@ᔪᒪ@ᓪᓗᖓ
ᐊᐱᕆᔪᒪᔭᕋᓗᐊᕋᓕ	ᐊᐱᕆ@ᔪᒪ@ᔭ@ᕋᓗᐊ@ᕋ@ᓕ
ᑕᐅᑐᑦᑐᑦᓴᐅᒻᒥᔪᖅ	ᑕᐅᑐᑦ@ᑐᑦᓴ@ᐅ@ᒻᒥ@ᔪᖅ
ᓂᕆᐅᒃᑐᒃᓴᐅᑕᐅᖕᒪᑕ	ᓂᕆᐅᒃ@ᑐ@ᒃᓴ@ᐅᑕ@ᐅ@ᖕᒪᑕ
ᐱᒋᐊᖅᑕᐅᕙᓪᓕᐊᓕᕆᕗᑦ	ᐱ@ᒋᐊᖅ@ᑕ@ᐅ@ᕙᓪᓕᐊ@ᓕ@ᕆ@ᕗᑦ
ᐊᖏᓂᖅᓴᐅᓪᓗᑎᑦ	ᐊᖏ@ᓂᖅᓴ@ᐅ@ᓪᓗᑎᑦ
ᑲᒪᕙᒃᑐᒍᑦ	ᑲᒪ@ᕙᒃ@ᑐᒍᑦ
ᐊᐱᖅᓱᖅᑕᐅᔪᓐᓇᕐᒪᑎᒃ	ᐊᐱᖅ@ᓱᖅ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᒪᑎᒃ
ᑲᒪᒋᔭᖃᕈᒪᔪᑦ	ᑲᒪ@ᒋ@ᔭ@ᖃ@ᕈᒪ@ᔪᑦ
ᐃᓯᕈᓐᓇᖅᑎᑕᐅᔪᓂᑦ	ᐃᓯ@ᕈᓐᓇᖅ@ᑎ@ᑕ@ᐅ@ᔪ@ᓂᑦ
ᐊᓪᓚᕝᕕᒻᒪᕆᖃᕐᕕᒋᓪᓗᓂᐅᒃ	ᐊᓪᓚᕝ@ᕕ@ᒻᒪᕆ@ᖃᕐᕕ@ᒋ@ᓪᓗᓂᐅᒃ
ᐳᓚᕋᖅᐸᓪᓕᐊᖃᑕᐅᕗᖅ	ᐳᓚ@ᕋᖅ@ᐸᓪᓕᐊ@ᖃᑕᐅ@ᕗᖅ
ᓄᖅᑲᖔᓚᐅᑲᓕᕈᑦᑕ	ᓄᖅᑲ@ᖔ@ᓚᐅᑲ@ᓕ@ᕈᑦᑕ
ᑎᒍᐊᖅᑕᐅᕙᓪᓕᐊᔪᓂᒃ	ᑎᒍ@ᐊᖅ@ᑕ@ᐅ@ᕙᓪᓕᐊ@ᔪ@ᓂᒃ
ᒐᕙᒪᓕᕆᔨᒃᑯᓐᓄᓪᓘᓐᓃᑦ	ᒐᕙᒪ@ᓕᕆ@ᔨ@ᒃᑯᓐ@ᓄᓪ@ᓘᓐᓃᑦ
ᖃᓂᒋᓂᖅᓴᖓᓂᒃ	ᖃᓂ@ᒋ@ᓂᖅᓴ@ᖓᓂᒃ
ᖃᐅᔨᔭᐅᔪᒪᔪᓂᒃ	ᖃᐅᔨ@ᔭ@ᐅ@ᔪᒪ@ᔪ@ᓂᒃ
ᑕᓕᖅᓯ	ᑕᓕᖅ@ᓯ
ᒥᓂᔅᑕᓯᒪᔪᑦ	ᒥᓂᔅᑕ@ᓯ@ᒪ@ᔪᑦ
ᖃᐅᔨᒋᐊᖅᑎᑕᐅᒐᓱᐊᖅᑐᑦ	ᖃᐅᔨ@ᒋᐊᖅ@ᑎ@ᑕ@ᐅ@ᒐᓱᐊᖅ@ᑐᑦ
ᓇᑭᑐᐃᓐᓇᖅ	ᓇᑭ@ᑐᐃᓐᓇᖅ
ᒪᒃᐱᒐᖓᓄ	ᒪᒃᐱ@ᒐ@ᖓᓄ
ᐃᓱᒪᒋᔭᐅᔪᓄ	ᐃᓱᒪ@ᒋ@ᔭ@ᐅ@ᔪ@ᓄ
ᐱᖁᑎᒧᑦ	ᐱ@ᖁᑎ@ᒧᑦ
ᐃᑲᔪᖅᐸᓕᕐᓂᕐᒧᑦ	ᐃᑲᔪᖅ@ᐸ@ᓕᕐ@ᓂᕐ@ᒧᑦ
ᐱᙳᐊᕕᒡᔪᐊᖅᑐᖃᕌᖓᑦ	ᐱ@ᙳᐊ@ᕕᒡ@ᔪᐊᖅ@ᑐ@ᖃ@ᕌᖓᑦ
ᑐᕙᓕ	ᑐᕙ@ᓕ
ᓄᓇᕐᔪᐊᓕᒫᒥᒃ	ᓄᓇ@ᕐᔪᐊ@ᓕᒫ@ᒥᒃ
ᓴᓗᒪᖁᒍᑦᑎᒍ	ᓴᓗ@ᒪ@ᖁ@ᒍᑦ@ᑎ@ᒍ
ᐊᒻᒪᐅᑉ	ᐊᒻᒪ@ᐅ@ᑉ
ᐱᒋᐊᓛᕐᒪᖔᖅ	ᐱ@ᒋᐊ@ᓛᕐ@ᒪᖔᖅ
ᐊᒡᕙᓘᓐᓃᑦ	ᐊᒡᕙ@ᓘᓐᓃᑦ
ᒪᑐᕙᕋ	ᒪᑐ@ᕙ@ᕋ
ᓄᑲᖅᓯᐅᔪᒍᑦ	ᓄᑲᖅ@ᓯ@ᐅ@ᔪᒍᑦ
ᓱᐴᔫᕐᒧᑦ	ᓱᐴᔫᕐ@ᒧᑦ
ᐅᐃᕖᑎᑐᓪᓗ	ᐅᐃᕖᑎᑐᓪ@ᓗ
ᒪᓕᓯᕙᒻᒪᑕ	ᒪᓕ@ᓯ@ᕙᒻ@ᒪᑕ
ᒐᕙᒪᒧᓪᓗ	ᒐᕙᒪ@ᒧᓪ@ᓗ
ᖃᖓᑕᓗᖓ	ᖃᖓᑕ@ᓗᖓ
ᐱᐊᓂᒍᒫᓕᕐᒪᖔᖅ	ᐱ@ᐊᓂ@ᒍᒫ@ᓕᕐ@ᒪᖔᖅ
ᐅᑉᓗᒥᒧᓪᓗ	ᐅᑉᓗᒥ@ᒧᓪ@ᓗ
ᐊᑎᓪᓗ	ᐊᑎ@ᓪ@ᓗ
ᑕᐃᔪᓐᓇᖅᐱᑎᒍᑦ	ᑕᐃ@ᔪᓐᓇᖅ@ᐱᑎᒍᑦ
ᐅᓯᔨᖃᕋᓱᐊᑐᑕ	ᐅᓯ@ᔨ@ᖃ@ᕋᓱᐊ@ᑐ@ᑕ
ᖃᐅᔨᓇᓱᓐᓂᖅ	ᖃᐅᔨ@ᓇᓱᓐ@ᓂᖅ
ᐱᔪᓐᓇᕈᕕᑦ	ᐱ@ᔪᓐᓇ@ᕈᕕᑦ
ᐋᖅᑭᒃᓱᐃᕙᓪᓕᐊᓂᖓᓄᑦ	ᐋᖅᑭᒃ@ᓱ@ᐃ@ᕙᓪᓕᐊ@ᓂ@ᖓᓄᑦ
ᓂᕆᐅᒃᑐᒍᒃ	ᓂᕆᐅᒃ@ᑐᒍᒃ
ᑭᐅᓇᓱᒍᓐᓇᖅᐱᐅᒃ	ᑭᐅ@ᓇᓱ@ᒍᓐᓇᖅ@ᐱᐅᒃ
ᓯᕕᑐᔪᒥᒃ	ᓯᕕ@ᑐ@ᔪ@ᒥᒃ
ᓇᑭᑐᐃᓐᓇᑦᓯᐊᖅ	ᓇᑭ@ᑐᐃᓐᓇ@ᑦᓯᐊᖅ
ᐃᓚᐅᑎᖅᓯᒪᔪᑦ	ᐃᓚ@ᐅ@ᑎᖅ@ᓯ@ᒪ@ᔪᑦ
ᐃᑎᔪᒧᑦ	ᐃᑎ@ᔪ@ᒧᑦ
ᖃᐅᔨᒪᔪᖃᕋᓂ	ᖃᐅᔨᒪ@ᔪ@ᖃ@ᕋᓂ
ᕿᓂᕋᓱᐊᕐᓂᕐᒧᑦ	ᕿᓂ@ᕋᓱᐊᕐ@ᓂᕐ@ᒧᑦ
ᓯᓚᓕᕆᕝᕕᒃ	ᓯᓚ@ᓕᕆ@ᕝᕕᒃ
ᐃᖅᑲᖅᑐᐃᔨᒃᑯᓐᓄᑦ	ᐃᖅᑲᖅ@ᑐ@ᐃ@ᔨ@ᒃᑯᓐ@ᓄᑦ
ᕿᒥᕐᕈᔭᐅᓂᑦᑕᖃᓕᕋᐃᒻᒪᑦ	ᕿᒥᕐᕈ@ᔭ@ᐅ@ᓂᑦ@ᑕ@ᖃ@ᓕᕋᐃ@ᒻᒪᑦ
ᑲᔪᓯᒃᑲᓐᓂᓕᕈᑦᑕ	ᑲᔪᓯ@ᒃᑲᓐᓂ@ᓕ@ᕈᑦᑕ
