ᖃᖑᖅᐸᓪᓕᐊᓂᖓᓄᑦ	ᖃᖑᖅ@ᐸᓪᓕᐊ@ᓂ@ᖓᓄᑦ
ᐃᖅᑲᓇᐃᔮᖅᑖᕋᓱᐊᖅᑐᑦ	ᐃᖅᑲᓇᐃᔮᖅ@ᑖ@ᕋᓱᐊᖅ@ᑐᑦ
ᓴᓇᔨᒐ	ᓴᓇ@ᔨ@ᒐ
ᐅᖃᐅᔾᔨᒋᐊᕈᑕᐅᓚᐅᖅᑐᑦ	ᐅᖃ@ᐅᔾ@ᔨ@ᒋᐊ@ᕈᑕ@ᐅ@ᓚᐅᖅ@ᑐᑦ
ᓇᒻᒥᓂᕆᔭᖅ	ᓇᒻᒥᓂ@ᕆ@ᔭᖅ
ᖁᑭᖅᑕᐅᔪᓂᒃ	ᖁᑭᖅ@ᑕ@ᐅ@ᔪ@ᓂᒃ
ᒪᓕᒐᖅᑕᖃᕋᓂᓗ	ᒪᓕ@ᒐᖅ@ᑕ@ᖃ@ᕋᓂ@ᓗ
ᐅᑭᓂᖓᑦ	ᐅᑭ@ᓂ@ᖓᑦ
ᓇᓗᓇᐃᒃᑲᓐᓂᕆᐊᕐᓗᓂᐅᓪᓗ	ᓇᓗᓇ@ᐃ@ᒃᑲᓐᓂ@ᕆᐊᕐ@ᓗᓂᐅᓪ@ᓗ
ᐱᓕᕆᓇᓱᓚᐅᕐᒪᑕ	ᐱ@ᓕᕆ@ᓇᓱ@ᓚᐅᕐ@ᒪᑕ
ᓯᓂᕝᕕᐅᔪᓐᓇᕐᓗᓂ	ᓯᓂᕝ@ᕕ@ᐅ@ᔪᓐᓇᕐ@ᓗᓂ
ᐃᒡᓗᖃᐅᕐᒪᑦ	ᐃᒡᓗ@ᖃᐅᕐ@ᒪᑦ
ᓂᓚᖃᕐᓂᖅ	ᓂᓚ@ᖃᕐ@ᓂᖅ
ᑲᒪᔾᔪᓯᐅᔪᓂᒃ	ᑲᒪ@ᔾᔪᓯ@ᐅ@ᔪ@ᓂᒃ
ᖃᖓᑕᓲᖁᑎᒋᔭᐅᔪᑦ	ᖃᖓᑕᓲ@ᖁᑎ@ᒋ@ᔭ@ᐅ@ᔪᑦ
ᐱᒋᐊᓪᓚᕆᒃᐸᖕᒪ	ᐱ@ᒋᐊ@ᓪᓚᕆᒃ@ᐸᖕ@ᒪ
ᐳᓚᕋᖅᑐᑦ	ᐳᓚ@ᕋᖅ@ᑐᑦ
ᐃᓚᒌᒃᓴᑯᓐᓄᓪᓗ	ᐃᓚ@ᒌ@ᒃᓴ@ᑯᓐ@ᓄᓪ@ᓗ
ᓈᒻᒪᖏᓐᓂᕐᒧᓐ	ᓈᒻᒪ@ᖏᓐ@ᓂᕐ@ᒧᓐ
ᑲᙳᓱᑦᑐᑦ	ᑲᙳ@ᓱᑦ@ᑐᑦ
ᑲᒪᖃᑦᑕᕐᒥᔪᑦ	ᑲᒪ@ᖃᑦᑕᕐ@ᒥ@ᔪᑦ
ᐊᐃᑉᐸᖔᖓᓂᑦ	ᐊᐃᑉᐸ@ᖔ@ᖓᓂᑦ
ᐅᕙᑉᑎᓐᓄᑐᐊᖅ	ᐅᕙ@ᑉᑎᓐᓄ@ᑐᐊᖅ
ᑕᖃᐃᖅᓯᖅᑎᑕᐅᓪᓗᓂ	ᑕᖃ@ᐃᖅ@ᓯᖅ@ᑎ@ᑕ@ᐅ@ᓪᓗᓂ
ᐅᑎᕈᒫᕐᒥᔪᖅ	ᐅᑎ@ᕈᒫᕐ@ᒥ@ᔪᖅ
ᐃᑉᕕᓘᓐᓃᑦ	ᐃᑉᕕ@ᓘᓐᓃᑦ
ᐱᖃᕐᑎᓪᓗᒋᑦ	ᐱ@ᖃᕐ@ᑎᓪᓗᒋᑦ
ᐃᖃᕋᓂ	ᐃᖃ@ᕋᓂ
ᐱᓪᓗᐊᑕᕆᔭᐅᒻᒪᑕ	ᐱ@ᓪᓗᐊ@ᑕ@ᕆ@ᔭ@ᐅ@ᒻᒪᑕ
ᐊᐃᓚᒥ	ᐊᐃᓚ@ᒥ
ᑲᑕᑦᑐᖃᖅᑎᓪᓗᒍ	ᑲᑕᑦ@ᑐ@ᖃᖅ@ᑎᓪᓗᒍ
ᐊᐱᖅᓱᕈᒪᔪᓂᑦ	ᐊᐱᖅ@ᓱ@ᕈᒪ@ᔪ@ᓂᑦ
ᑕᑉᐸᐅᖓ	ᑕᑉᐸ@ᐅᖓ
ᑕᑯᔭᒐᖃᕐᕕᑦᓴᒧᑦ	ᑕᑯ@ᔭ@ᒐ@ᖃᕐᕕ@ᑦᓴ@ᒧᑦ
ᒥᑭᓂᖅᓴᐅᖏᒻᒪᑕ	ᒥᑭ@ᓂᖅᓴ@ᐅ@ᖏᒻ@ᒪᑕ
ᕿᒥᕐᕈᓂᖅᑕᖃᖅᑎᓪᓗᒍ	ᕿᒥᕐᕈ@ᓂᖅ@ᑕ@ᖃᖅ@ᑎᓪᓗᒍ
ᓴᓇᙳᐊᕐᓂᖃᖅᑎᓪᓗᒍ	ᓴᓇ@ᙳᐊᕐ@ᓂ@ᖃᖅ@ᑎᓪᓗᒍ
ᐅᑉᐱᕈᓱᒻᒪᕆᒻᒪᑦ	ᐅᑉᐱ@ᕈᓱ@ᒻᒪᕆᒻ@ᒪᑦ
ᐊᐱᕆᒍᓂᐅᒃ	ᐊᐱᕆ@ᒍᓂᐅᒃ
ᐃᒡᓗᖁᑎᒋᑉᐸᒍ	ᐃᒡᓗ@ᖁᑎ@ᒋ@ᑉᐸᒍ
ᕿᒥᕐᕈᐃᓐᓇᕆᕗᑦ	ᕿᒥᕐᕈ@ᐃᓐᓇ@ᕆ@ᕗᑦ
ᒪᓕᑦᑕᐅᒍᑎᒃ	ᒪᓕᑦ@ᑕ@ᐅ@ᒍᑎᒃ
ᐃᖅᑲᓇᐃᔮᒃᓴᕆᔭᐅᔪᑦ	ᐃᖅᑲᓇᐃᔮ@ᒃᓴ@ᕆ@ᔭ@ᐅ@ᔪᑦ
ᐃᒃᐱᓐᓇᖅᑐᒻᒪᕆᐅᒻᒪᑦ	ᐃᒃᐱᓐ@ᓇᖅ@ᑐ@ᒻᒪᕆ@ᐅ@ᒻᒪᑦ
ᐱᓕᕆᓪᓚᕆᑦᑎᓪᓗᒋᑦ	ᐱ@ᓕᕆ@ᓪᓚᕆᑦ@ᑎᓪᓗᒋᑦ
ᑭᖑᕙᕆᐊᖅᑲᐅᒻᒪᓐ	ᑭᖑ@ᕙ@ᕆᐊ@ᖅᑲᐅ@ᒻᒪᓐ
ᓂᖃᐃᓱᓕᕆᓂᕐᒧᑦ	ᓂᖃᐃᓱ@ᓕᕆ@ᓂᕐ@ᒧᑦ
ᓈᓚᑦᑐᒍᑦ	ᓈᓚᑦ@ᑐᒍᑦ
ᖁᔭᒋᔪᒪᒻᒥᔭᕋᑦᑕᐅᖅ	ᖁᔭ@ᒋ@ᔪᒪ@ᒻᒥ@ᔭᕋ@ᑦᑕᐅᖅ
ᐱᖅᓯᑎᓪᓗᒍ	ᐱᖅᓯ@ᑎᓪᓗᒍ
ᑲᑎᑕᐅᓂᖏᒃ	ᑲᑎ@ᑕ@ᐅ@ᓂ@ᖏᒃ
ᐅᖃᓪᓚᒍᓐᓇᕐᓗᖓ	ᐅᖃᓪᓚ@ᒍᓐᓇᕐ@ᓗᖓ
ᓂᕿᒡᒋᕋᔪᑦᑐᑦ	ᓂᕿ@ᒡᒋ@ᕋᔪᑦ@ᑐᑦ
ᐃᓕᖅᑯᓯᕆᒻᒪᒍ	ᐃᓕᖅᑯᓯ@ᕆ@ᒻᒪᒍ
ᐃᑲᔪᓪᓚᕆᒍᒪᔪᒍᑦ	ᐃᑲᔪ@ᓪᓚᕆ@ᒍᒪ@ᔪᒍᑦ
ᐃᑲᔪᕋᓱᑉᐸᑦᑐᑦ	ᐃᑲᔪ@ᕋᓱᑉ@ᐸᑦ@ᑐᑦ
ᐃᑲᔪᖅᓱᖔᓕᖅᐸᑉᐳᑦ	ᐃᑲᔪᖅ@ᓱ@ᖔ@ᓕᖅ@ᐸᑉ@ᐳᑦ
ᐸᕐᓇᑦᑐᑦ	ᐸᕐᓇᑦ@ᑐᑦ
ᑭᐅᒃᑲᓐᓂᕈᒪᒃᐸᑦ	ᑭᐅ@ᒃᑲᓐᓂ@ᕈᒪ@ᒃᐸᑦ
ᐊᕗᑎᓚᐅᖅᑎᓪᓗᒋᑦ	ᐊᕗ@ᑎ@ᓚᐅᖅ@ᑎᓪᓗᒋᑦ
ᐊᐃᑉᐸᖃᕈᓐᓇᕐᒪᖔᑕ	ᐊᐃᑉᐸ@ᖃ@ᕈᓐᓇᕐ@ᒪᖔᑕ
ᐄᒐᕐᕕᒻᒧᑦ	ᐄ@ᒐᕐ@ᕕᒻ@ᒧᑦ
ᑐᑭᖃᓕᕈᑕᐅᔾᔮᖏᒻᒪᑦ	ᑐᑭ@ᖃ@ᓕ@ᕈᑕ@ᐅ@ᔾᔮ@ᖏᒻ@ᒪᑦ
ᐸᓂᐊᐱᒐ	ᐸᓂ@ᐊᐱ@ᒐ
ᑕᐸᐃᕋᒪ	ᑕᐸ@ᐃ@ᕋᒪ
ᐃᓱᒪᒋᔭᐅᔪᓐᓇᖏᒻᒪᑦ	ᐃᓱᒪ@ᒋ@ᔭ@ᐅ@ᔪᓐᓇᖏᒻ@ᒪᑦ
ᑕᐃᒪᐃᑕᐅᔪᑦ	ᑕᐃ@ᒪ@ᐃ@ᑕ@ᐅ@ᔪᑦ
ᑕᕝᕙᐅᖕᒪᑦ	ᑕᕝᕙ@ᐅ@ᖕᒪᑦ
ᖃᐅᔨᒪᔭᐅᓂᖓᓂᒃ	ᖃᐅᔨᒪ@ᔭ@ᐅ@ᓂ@ᖓᓂᒃ
ᑕᑯᔭᒐᖃᕐᓂᖓᓄᑦ	ᑕᑯ@ᔭ@ᒐ@ᖃᕐ@ᓂ@ᖓᓄᑦ
ᓂᐅᕕᖅᓗᓂ	ᓂᐅᕕᖅ@ᓗᓂ
ᑭᒡᒐᖅᑐᕐᕕᖓᓄᑦ	ᑭᒡᒐᖅ@ᑐᕐ@ᕕ@ᖓᓄᑦ
ᑳᓐᑐᕌᒃᑎᑦᑎᒍᓐᓇᓐᓂᖓᓂᒃ	ᑳᓐᑐᕌᒃ@ᑎᑦ@ᑎ@ᒍᓐ@ᓇᓐ@ᓂ@ᖓᓂᒃ
ᐳᓚᕋᖃᑦᑕᖅᑎᓪᓗᒋᑦ	ᐳᓚ@ᕋ@ᖃᑦᑕᖅ@ᑎᓪᓗᒋᑦ
ᓇᒻᒪᖏᓐᓂ	ᓇᒻᒪ@ᖏᓐ@ᓂ
ᔭᓗᓇᐃᒧᓪᓘᓐᓃᑦ	ᔭᓗᓇᐃ@ᒧᓪ@ᓘᓐᓃᑦ
ᑲᔪᓯᒍᒪᓪᓗᓂ	ᑲᔪᓯ@ᒍᒪ@ᓪᓗᓂ
ᑕᑯᔪᒪᒻᒪᕆᑉᐳᒍᑦ	ᑕᑯ@ᔪᒪ@ᒻᒪᕆᑉ@ᐳᒍᑦ
ᓇᒻᒥᓂᕆᔭᐅᔪᒧᑦ	ᓇᒻᒥᓂ@ᕆ@ᔭ@ᐅ@ᔪ@ᒧᑦ
ᐊᑦᔨᒌᖏᑎᓪᓗᒋᑦ	ᐊᑦᔨ@ᒌ@ᖏ@ᑎᓪᓗᒋᑦ
ᖃᐅᔨᕙᓪᓕᐊᒍᑕᐅᖕᒪᑕ	ᖃᐅᔨ@ᕙᓪᓕᐊ@ᒍᑕ@ᐅ@ᖕᒪᑕ
ᑲᔪᓯᒍᒪᓂᖃᖅᑐᑦ	ᑲᔪᓯ@ᒍᒪ@ᓂ@ᖃᖅ@ᑐᑦ
ᑐᐊᕕᕐᓇᕐᒪᑕᐃᓛᒃ	ᑐᐊᕕᕐ@ᓇᕐ@ᒪᑕ@ᐃᓛᒃ
ᑕᐃᒪᐃᒻᒥᒪᑦ	ᑕᐃᒪᐃᒻ@ᒥ@ᒪᑦ
ᐊᐱᖅᓱᑦᑎᐊᕌᓗᓐᓂᐊᕋᒃᑯ	ᐊᐱᖅ@ᓱᑦ@ᑎᐊ@ᕌᓗᓐ@ᓂᐊ@ᕋᒃᑯ
ᓂᐅᕕᕈᒪᑉᐸᑕ	ᓂᐅᕕ@ᕈᒪ@ᑉᐸᑕ
ᐅᖃᒃᑲᓐᓂᐊᓪᓚᓪᓕᐅᒃ	ᐅᖃ@ᒃᑲᓐᓂ@ᐊᓪᓚᓪ@ᓕᐅᒃ
ᓴᕆᒪᒋᓯᐅᒃ	ᓴᕆᒪ@ᒋ@ᓯᐅᒃ
ᐃᒪᓐᓇᐅᒐᔪᒃᐳᖅ	ᐃᒪᓐᓇ@ᐅ@ᒐᔪᒃ@ᐳᖅ
ᐱᓕᐅᑎᑦᑎᑕᐅᕙᑦᑐᑦ	ᐱ@ᓕ@ᐅ@ᑎᑦ@ᑎ@ᑕ@ᐅ@ᕙᑦ@ᑐᑦ
ᐊᐅᓚᑦᑎᔪᒪᔪᑦ	ᐊᐅᓚᑦ@ᑎ@ᔪᒪ@ᔪᑦ
ᖁᕕᐊᓪᓗᖓ	ᖁᕕᐊᓪ@ᓗᖓ
ᑭᐅᔪᒪᒃᐸᑕ	ᑭᐅ@ᔪᒪ@ᒃᐸᑕ
ᑲᒪᔨᖃᖃᑦᑕᕐᓂᖅ	ᑲᒪ@ᔨ@ᖃ@ᖃᑦᑕᕐ@ᓂᖅ
ᖃᐅᔨᓴᕐᓂᖃᕐᓗᓂ	ᖃᐅᔨ@ᓴᕐ@ᓂ@ᖃᕐ@ᓗᓂ
ᐊᑲᐅᓂᖓᓕ	ᐊᑲᐅ@ᓂ@ᖓ@ᓕ
ᑐᕌᖓᓂᖃᕋᑖᙱᒻᒪᑕ	ᑐᕌ@ᖓ@ᓂ@ᖃ@ᕋᑖ@ᙱᒻ@ᒪᑕ
ᓄᑕᐅᓚᐅᕐᒥᔪᑦ	ᓄ@ᑕ@ᐅ@ᓚᐅᕐ@ᒥ@ᔪᑦ
ᑭᐅᓚᐅᕐᒥᒻᒪᑦ	ᑭᐅ@ᓚᐅᕐ@ᒥ@ᒻᒪᑦ
ᖃᐅᔨᓴᕐᓂᖃᓚᐅᕐᖓᑕ	ᖃᐅᔨ@ᓴᕐ@ᓂ@ᖃ@ᓚᐅ@ᕐᖓ@ᑕ
ᐊᕙᓗᐊᓂ	ᐊᕙᓗ@ᐊ@ᓂ
ᐅᖃᓕᒫᖅᑕᐅᔪᒪᔪᑦ	ᐅᖃ@ᓕᒫᖅ@ᑕ@ᐅ@ᔪᒪ@ᔪᑦ
ᑕᒪᓐᓇᑑᓪᓗᓂ	ᑕᒪᓐᓇ@ᑑ@ᓪᓗᓂ
ᐊᓂᒍᐃᔪᖃᓚᐅᖅᐳᖅ	ᐊᓂ@ᒍ@ᐃ@ᔪ@ᖃ@ᓚᐅᖅ@ᐳᖅ
ᐆᒃᑐᕋᐅᑎᑦᑎᐊᕙᐅᖕᒪᑕ	ᐆᒃ@ᑐ@ᕋ@ᐅᑎ@ᑦᑎᐊᕙ@ᐅ@ᖕᒪᑕ
ᑭᓯᐊᓂᐅᓪᓗᓂ	ᑭᓯ@ᐊ@ᓂ@ᐅ@ᓪᓗᓂ
ᓴᓇᔭᐅᓇᓱᑦᑐᒧᑦ	ᓴᓇ@ᔭ@ᐅ@ᓇᓱᑦ@ᑐ@ᒧᑦ
ᒧᒥᖅᑎᓪᓗᒋᑦ	ᒧᒥᖅ@ᑎᓪᓗᒋᑦ
ᐱᔪᒪᓚᐅᕐᑐᑦ	ᐱ@ᔪᒪ@ᓚᐅᕐ@ᑐᑦ
ᐃᓪᓗᓴᓂᑦ	ᐃᓪᓗ@ᓴ@ᓂᑦ
ᓇᓄᓕᕆᓂᕐᒧᓪᓗ	ᓇᓄ@ᓕᕆ@ᓂᕐ@ᒧᓪ@ᓗ
ᕿᓂᕈᓐᓇᖅᑐᑦ	ᕿᓂ@ᕈᓐᓇᖅ@ᑐᑦ
ᓯᕗᓂᐊᒍ	ᓯᕗᓂ@ᐊᒍ
ᐱᔭᐅᕙᖕᒪᖔᑕ	ᐱ@ᔭ@ᐅ@ᕙᖕ@ᒪᖔᑕ
ᑭᐅᒍᓐᓇᕐᓂᖓᓄᑦ	ᑭᐅ@ᒍᓐᓇᕐ@ᓂ@ᖓᓄᑦ
ᓴᓂᑭᓗᐊᒥᓘᓐᓃᑦ	ᓴᓂᑭᓗᐊ@ᒥ@ᓘᓐᓃᑦ
ᑐᑭᓯᐊᔭᐅᕗᖅ	ᑐᑭᓯ@ᐊ@ᔭ@ᐅ@ᕗᖅ
ᐊᑦᑐᖅᑕᐅᕙᑦ	ᐊᑦᑐᖅ@ᑕ@ᐅ@ᕙᑦ
ᑎᒍᔭᐅᓂᐊ	ᑎᒍ@ᔭ@ᐅ@ᓂ@ᐊ
ᓴᓇᔪᖃᓕᕐᓗᓂ	ᓴᓇ@ᔪ@ᖃ@ᓕᕐ@ᓗᓂ
ᓴᓇᒋᐊᖅᑕᐅᓪᓗᓂ	ᓴᓇ@ᒋᐊᖅ@ᑕ@ᐅ@ᓪᓗᓂ
ᓇᒻᒥᓂᖃᐃ	ᓇᒻᒥᓂ@ᖃᐃ
ᐋᖅᑭᒋᐊᕈᑕᐅᒻᒪᑦ	ᐋᖅᑭ@ᒋᐊ@ᕈᑕ@ᐅ@ᒻᒪᑦ
ᑭᐅᒋᐊᕆᑦ	ᑭᐅ@ᒋᐊ@ᕆᑦ
ᐋᖅᑭᓱᖅᑕᐅᓇᓱᒻᒪᑕ	ᐋᖅᑭ@ᓱᖅ@ᑕ@ᐅ@ᓇᓱᒻ@ᒪᑕ
ᐅᖅᓱᐊᓄᓗᒻᒥᑦ	ᐅᖅᓱ@ᐊᓄ@ᓗᒻ@ᒥᑦ
ᐃᑲᔪᖃᑕᐅᔪᒥᓂᐅᔪᓄᑦ	ᐃᑲᔪ@ᖃᑕᐅ@ᔪ@ᒥᓂ@ᐅ@ᔪ@ᓄᑦ
ᐃᑲᔪᖅᓱᕈᑕᐅᔪᓂᒃ	ᐃᑲᔪᖅ@ᓱ@ᕈᑕ@ᐅ@ᔪ@ᓂᒃ
ᒥᓂᔅᑕᖃᕐᒥᔪᑎᑦ	ᒥᓂᔅᑕ@ᖃᕐ@ᒥ@ᔪᑎᑦ
ᑎᒃᑯᐊᖅᑕᐅᔪᓐᓇᓛᕐᒪᖔᑕ	ᑎᒃᑯᐊᖅ@ᑕ@ᐅ@ᔪᓐᓇ@ᓛᕐ@ᒪᖔᑕ
ᑲᔪᓯᕙᓪᓕᐊᓂᐊ	ᑲᔪᓯ@ᕙᓪᓕᐊ@ᓂ@ᐊ
ᐸᓂᑯᓗᒃ	ᐸᓂ@ᑯᓗᒃ
ᐱᑐᖃᒻᒪᕆᐅᒻᒪᑕᒎᖅ	ᐱ@ᑐᖃ@ᒻᒪᕆ@ᐅ@ᒻᒪᑕ@ᒎᖅ
ᐊᐅᓪᓚᐅᔾᔨᔨᐅᔪᓄᓪᓗ	ᐊᐅ@ᓪᓚ@ᐅᔾ@ᔨ@ᔨ@ᐅ@ᔪ@ᓄᓪ@ᓗ
ᐃᑲᔪᖅᓱᖅᐳᑦ	ᐃᑲᔪᖅ@ᓱᖅ@ᐳᑦ
ᖃᓂᓐᓂᖅᓴᒧ	ᖃᓂᓐ@ᓂᖅᓴ@ᒧ
ᐱᓇᓱᒍᓐᓇᕐᒥᔪᑦ	ᐱ@ᓇᓱ@ᒍᓐᓇᕐ@ᒥ@ᔪᑦ
ᐃᓚᒋᔭᐅᕙᒻᒪᖔᖅ	ᐃᓚ@ᒋ@ᔭ@ᐅ@ᕙᒻ@ᒪᖔᖅ
ᑲᔪᓯᓂᖃᕈᒪᓪᓗᑕ	ᑲᔪᓯ@ᓂ@ᖃ@ᕈᒪ@ᓪᓗᑕ
ᐊᐱᕆᔪᒪᒻᒥᔭᒋᑦ	ᐊᐱᕆ@ᔪᒪ@ᒻᒥ@ᔭᒋᑦ
ᖃᐅᔨᓴᖅᑕᕐᒪᑕ	ᖃᐅᔨ@ᓴᖅ@ᑕᕐ@ᒪᑕ
ᐱᓕᕆᖃᑎᒌᖕᓂᐅᔪᒧᑦ	ᐱ@ᓕᕆ@ᖃᑎ@ᒌᖕ@ᓂ@ᐅ@ᔪ@ᒧᑦ
ᑲᒪᒋᔭᐅᓚᐅᖅᐳᖅ	ᑲᒪ@ᒋ@ᔭ@ᐅ@ᓚᐅᖅ@ᐳᖅ
ᒪᐃᒧᑦ	ᒪᐃ@ᒧᑦ
ᐆᒃᑐᕋᖅᑕᐅᓪᓗᓂ	ᐆᒃ@ᑐ@ᕋᖅ@ᑕ@ᐅ@ᓪᓗᓂ
ᐅᐱᒋᔭᖃᕐᓂᖅ	ᐅᐱ@ᒋ@ᔭ@ᖃᕐ@ᓂᖅ
ᑕᐃᔭᐅᔪᓂᑦ	ᑕᐃ@ᔭ@ᐅ@ᔪ@ᓂᑦ
ᐃᓱᒪᖃᕐᒪᖔᑕᓗ	ᐃᓱᒪ@ᖃᕐ@ᒪᖔᑕ@ᓗ
ᑕᐃᒪᐃᓐᓂᖓᓄᑦ	ᑕᐃᒪᐃᓐ@ᓂ@ᖓᓄᑦ
ᐅᔾᔨᕆᔭᖃᖅᐲᑦ	ᐅᔾᔨ@ᕆ@ᔭ@ᖃᖅ@ᐲᑦ
ᐊᑐᖅᑐᐊᖅᑕᐅᓪᓗᓂ	ᐊᑐᖅ@ᑐ@ᐊᖅ@ᑕ@ᐅ@ᓪᓗᓂ
ᐃᓱᒪᓇᕐᓂᖅᓴᐅᕗᖅ	ᐃᓱᒪ@ᓇᕐ@ᓂᖅᓴ@ᐅ@ᕗᖅ
ᑕᐃᑉᓱᒪᓂ	ᑕᐃᑉᓱ@ᒪᓂ
ᖃᐅᔨᒋᐊᕋᒪ	ᖃᐅᔨ@ᒋᐊ@ᕋᒪ
ᕿᕐᓂᖅᓯᕙᙱᒻᒪᑦ	ᕿᕐᓂᖅ@ᓯ@ᕙ@ᙱᒻ@ᒪᑦ
ᐱᓪᓗᐊᑕᕆᔭᐅᔪᓂᑦ	ᐱ@ᓪᓗᐊ@ᑕ@ᕆ@ᔭ@ᐅ@ᔪ@ᓂᑦ
ᑕᒪᐅᖓᑦᑕᐅᖅ	ᑕᒪ@ᐅᖓ@ᑦᑕᐅᖅ
ᓄᓇᙳᐊᑉ	ᓄᓇ@ᙳᐊ@ᑉ
ᐸᓖᓯᑎᒍᑦ	ᐸᓖᓯ@ᑎᒍᑦ
ᐅᕙᑦᑎᓐᓄᐃᓐᓇᖅ	ᐅᕙ@ᑦᑎᓐᓄ@ᐃᓐᓇᖅ
ᐅᐱᒍᓱᖃᑎᒌᓐᓂᕐᒥᑦ	ᐅᐱ@ᒍᓱ@ᖃᑎ@ᒌᓐ@ᓂᕐ@ᒥᑦ
ᐋᑐᕚᒥᐅᑕᐅᓪᓗᓂ	ᐋᑐᕚ@ᒥᐅᑕ@ᐅ@ᓪᓗᓂ
ᐱᑎᑕᐅᔪᓐᓇᕈᑦᑕ	ᐱ@ᑎ@ᑕ@ᐅ@ᔪᓐᓇ@ᕈᑦᑕ
ᖃᐃᔪᖃᒃᑲᓐᓂᓕᕐᒥᑉᐸᑦ	ᖃᐃ@ᔪ@ᖃ@ᒃᑲᓐᓂ@ᓕᕐ@ᒥ@ᑉᐸᑦ
ᓂᐱᖃᖃᑕᐅᓗᓂ	ᓂᐱ@ᖃ@ᖃᑕᐅ@ᓗᓂ
ᐱᔪᓐᓇᕐᓂᕐᒧᑦ	ᐱ@ᔪᓐᓇᕐ@ᓂᕐ@ᒧᑦ
ᐱᔾᔪᑕᐅᔪᒃᓴᐅᖕᒥᔪᖅ	ᐱ@ᔾᔪᑕ@ᐅ@ᔪᒃᓴ@ᐅ@ᖕᒥ@ᔪᖅ
ᐅᖃᕆᐊᒃᑲᓐᓂᖑᓱᒻᒪᑦ	ᐅᖃ@ᕆᐊ@ᒃᑲᓐᓂ@ᖑᓱᒻ@ᒪᑦ
ᑕᑯᓇᓪᓗᓂ	ᑕᑯ@ᓇᓪ@ᓗᓂ
ᑐᕌᖅᑎᖔᕈᓐᓇᖏᒻᒪᒍ	ᑐᕌᖅ@ᑎ@ᖔ@ᕈᓐᓇᖏᒻ@ᒪᒍ
ᐃᓚᐅᓂᖃᕐᒪᑕ	ᐃᓚ@ᐅ@ᓂ@ᖃᕐ@ᒪᑕ
ᑑᒑᓕᕆᓂᕐᒥᑦ	ᑑᒑ@ᓕᕆ@ᓂᕐ@ᒥᑦ
ᐱᔪᓐᓇᐅᒻᒥᑦ	ᐱ@ᔪᓐᓇ@ᐅᒻ@ᒥᑦ
ᓯᕕᑐᓕᑎᑕᐅᒋᐊᕐᓗᓂ	ᓯᕕ@ᑐ@ᓕ@ᑎ@ᑕ@ᐅ@ᒋᐊᕐ@ᓗᓂ
ᑭᐅᒍᓯᖓᒍᑦ	ᑭᐅ@ᒍ@ᓯ@ᖓ@ᒍᑦ
ᓇᓗᔪᑦ	ᓇᓗ@ᔪᑦ
ᐃᒻᒥᓂᓗ	ᐃᒻᒥᓂ@ᓗ
ᐅᕐᓱᒧᑦ	ᐅᕐᓱ@ᒧᑦ
ᐃᒡᓗᖁᑎᓂᒃ	ᐃᒡᓗ@ᖁᑎ@ᓂᒃ
ᓯᓚᓂᒃ	ᓯᓚ@ᓂᒃ
ᓄᑭᖃᓕᖅᐹᑦ	ᓄᑭ@ᖃ@ᓕᖅ@ᐹᑦ
ᐋᖅᑭᔅᓱᐃᕙᓪᓕᐊᓇᓱᒻᒪᑕ	ᐋᖅᑭᔅ@ᓱ@ᐃ@ᕙᓪᓕᐊ@ᓇᓱᒻ@ᒪᑕ
ᑲᑎᓐᓂᐅᔪᓂᑦ	ᑲᑎᓐ@ᓂ@ᐅ@ᔪ@ᓂᑦ
ᐃᓯᖁᔨᑎᓪᓗᒍ	ᐃᓯ@ᖁ@ᔨ@ᑎᓪᓗᒍ
ᐊᑕᓂᖃᕐᓗᓂᓗ	ᐊᑕᓂ@ᖃᕐ@ᓗᓂ@ᓗ
ᐅᔾᔨᕆᓚᐅᕐᒥᒍᒃ	ᐅᔾᔨ@ᕆ@ᓚᐅᕐ@ᒥ@ᒍᒃ
ᑕᒪᕐᒥᓕᒫᕉᖅ	ᑕᒪᕐᒥ@ᓕᒫ@ᕉᖅ
ᐊᖅᐸᒃᑎᒋᐊᕋᑦᑎᒍᑦ	ᐊᖅᐸᒃ@ᑎ@ᒋᐊ@ᕋᑦ@ᑎ@ᒍᑦ
ᐃᑲᔪᕈᒪᓂᑐᐃᓐᓇᐅᒻᒪᑦ	ᐃᑲᔪ@ᕈᒪ@ᓂ@ᑐᐃᓐᓇ@ᐅ@ᒻᒪᑦ
ᐊᔾᔨᐅᔪᒥᒃ	ᐊᔾᔨ@ᐅ@ᔪ@ᒥᒃ
ᐋᖅᑭᒋᐊᕆᔨᖃᖅᑐᑦᓴᐅᒻᒪᑕ	ᐋᖅᑭ@ᒋᐊ@ᕆ@ᔨ@ᖃᖅ@ᑐᑦᓴ@ᐅ@ᒻᒪᑕ
ᐊᐱᖅᓱᕈᓐᓇᕐᒪᖔᑦᑕ	ᐊᐱᖅ@ᓱ@ᕈᓐᓇᕐ@ᒪᖔᑦᑕ
ᓇᖕᒥᓂᖃᒪᑕ	ᓇᖕᒥᓂ@ᖃ@ᒪ@ᑕ
ᑐᖏᒻᒪᕆᐊᓗᐊᓂᑦ	ᑐᖏ@ᒻᒪᕆ@ᐊᓗ@ᐊᓂᑦ
